posting_id,job_title,company,sector,city,salary_min_gbp,salary_max_gbp,experience_required,degree_required,skills_required,working_arrangement,visa_sponsorship,date_posted,applicant_count,level
273,Business Intelligence Analyst,McKinsey,Consulting,Manchester,30000,34000,0-1 years,STEM degree preferred,AWS;Agile;ChatGPT/AI Tools;Communication,Hybrid,No,2025-10,328,Entry Level
274,Graduate Business Analyst,Rolls-Royce,Energy,London,29000,36000,1-2 years,Economics,AWS;Agile;Business Intelligence;Communication,Hybrid,No,2024-08,272,Graduate
275,Junior Business Analyst,Astrazeneca,Pharma,London,Not specified,Not specified,None,Business & Management,AWS;Agile;Azure;Communication;Data Analysis;Forecasting;JIRA;KPI Reporting;Machine Learning,Hybrid,No,2024-09,133,Graduate
276,Business Intelligence Analyst,Metro Bank,Finance,Manchester,36000,40000,0-1 years,Statistics,Agile;Business Intelligence;Communication;DAX;Data Analysis;JIRA,Hybrid,Yes,2026-04,182,Entry Level
277,Reporting Analyst,Microsoft,Technology,London,Not specified,Not specified,0-1 years,2:1 or above any subject,Business Intelligence;Communication;DAX;Data Analysis,Hybrid,No,2025-01,758,Entry Level
278,Commercial Analyst,Legal & General,Finance,Birmingham,Not specified,Not specified,1 year,2:1 or above any subject,Agile;Business Intelligence;ChatGPT/AI Tools;Communication,Hybrid,No,2025-04,361,Entry Level
279,Graduate Business Analyst,KPMG,Consulting,London,34000,41000,1 year,Engineering,Agile;Communication;Confluence;DAX;Data Analysis;Forecasting;KPI Reporting;Machine Learning;Microsoft Excel,Hybrid,No,2025-03,820,Graduate
280,Commercial Analyst,M&G Investments,Finance,London,39000,43000,0-1 years,Finance,AWS;Business Intelligence;Communication;Data Analysis;Financial Modelling,Hybrid,No,2024-08,403,Entry Level
281,Junior Business Analyst,Morgan Stanley UK,Finance,London,Not specified,Not specified,1-2 years,Computer Science,Agile;ChatGPT/AI Tools;Communication;Data Analysis,Remote,No,2025-01,680,Graduate
282,Strategy Analyst,Starling Bank,Finance,London,Not specified,Not specified,1-2 years,Statistics,Agile;Business Intelligence;Communication;DAX,Hybrid,No,2025-05,847,Entry Level
283,Insight Analyst,ConsultCo,Consulting,London,Not specified,Not specified,0-1 years,Mathematics,Agile;Azure;Communication;Copilot,Office,No,2024-01,834,Entry Level
284,Graduate Business Analyst,Sky,Technology,London,41000,46000,0-1 years,Finance,Agile;Azure;Business Intelligence;Communication,Office,No,2025-10,383,Graduate
285,Business Intelligence Analyst,Goldman Sachs UK,Finance,London,32000,36000,0-1 years,2:1 or above any subject,Azure;Business Intelligence;Communication;Data Analysis;KPI Reporting;Microsoft Excel;Microsoft Office;Pivot Tables;Power BI,Hybrid,No,2025-08,412,Entry Level
286,Insight Analyst,Astrazeneca,Pharma,London,Not specified,Not specified,1-2 years,2:1 or above any subject,Agile;Business Intelligence;Communication;Confluence;Copilot;Data Analysis,Hybrid,No,2026-02,506,Entry Level
287,Business Analyst,Aviva,Finance,London,38000,42000,1 year,Any degree subject,Agile;Communication;Confluence;Data Analysis;JIRA,Remote,No,2026-04,848,Entry Level
288,Junior Operations Analyst,NatWest,Finance,London,35000,41000,0-1 years,Mathematics,Agile;Azure;Communication;Confluence,Hybrid,Yes,2025-07,160,Graduate
289,Insight Analyst,Rolls-Royce,Energy,Leeds,28000,34000,None,Computer Science,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Copilot,Flexible,No,2026-03,213,Entry Level
290,Business Intelligence Analyst,EY,Consulting,London,28000,34000,0-1 years,2:1 or above any subject,AWS;Communication;Copilot;DAX,Hybrid,No,2024-06,601,Entry Level
291,Management Consultant (Graduate),Amazon,Technology,London,27000,34000,None,Business & Management,Agile;Azure;Communication;Data Analysis;Financial Modelling;Microsoft Excel;Power BI;Problem Solving,Hybrid,No,2025-08,817,Graduate
292,Junior Operations Analyst,BAE Systems,Pharma,London,31000,38000,2 years,Business & Management,AWS;Communication;Confluence;Financial Modelling,Remote,No,2024-02,168,Graduate
293,Financial Analyst,DataCo Ltd,Technology,London,Not specified,Not specified,1 year,2:1 or above any subject,AWS;Communication;Data Analysis;KPI Reporting;Microsoft Excel;Microsoft Office,Hybrid,No,2025-06,754,Entry Level
294,Graduate Data Analyst,Rolls-Royce,Energy,London,Not specified,Not specified,2 years,STEM degree preferred,AWS;Communication;Confluence;Data Analysis,Hybrid,No,2024-09,760,Graduate
295,Financial Analyst,Amazon,Technology,London,Not specified,Not specified,None,Statistics,Business Intelligence;Communication;Confluence;DAX;Data Analysis;KPI Reporting;Microsoft Excel;Microsoft Office;Pivot Tables,Hybrid,No,2026-06,492,Entry Level
296,Operations Analyst,Deloitte,Consulting,London,32000,36000,0-1 years,Any degree subject,Business Intelligence;Communication;DAX;KPI Reporting;Microsoft Office;Pivot Tables,Hybrid,No,2024-03,687,Entry Level
297,Business Analyst,Metro Bank,Finance,London,35000,38000,0-1 years,Computer Science,AWS;Business Intelligence;Communication;Confluence,Office,No,2025-08,588,Entry Level
298,Business Intelligence Analyst,Rolls-Royce,Energy,London,34000,39000,1 year,Statistics,Agile;Business Intelligence;ChatGPT/AI Tools;Communication,Office,Yes,2026-02,407,Entry Level
299,Reporting Analyst,Tesco,Retail,Edinburgh,24000,30000,2 years,Computer Science,Business Intelligence;Communication;Confluence;DAX;Data Analysis;Microsoft Excel;Microsoft Office;Pivot Tables,Hybrid,No,2025-02,261,Entry Level
300,Business Analyst,Goldman Sachs UK,Finance,London,36000,39000,2 years,2:1 or above any subject,DAX;Data Analysis;Financial Modelling;KPI Reporting;Microsoft Excel;Microsoft Office,Hybrid,No,2024-06,610,Entry Level
301,Business Intelligence Analyst,Metro Bank,Finance,London,37000,43000,0-1 years,Statistics,Communication;Confluence;Data Analysis;Financial Modelling,Flexible,No,2026-05,363,Entry Level
302,Business Intelligence Analyst,Legal & General,Finance,London,28000,34000,1-2 years,Engineering,Azure;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence,Hybrid,No,2026-01,664,Entry Level
303,Graduate Financial Analyst,AnalyticsFirm,Technology,Bristol,30000,33000,1-2 years,Engineering,Agile;Azure;Business Intelligence;Communication,Hybrid,No,2024-06,247,Graduate
304,Financial Analyst,NHS,Public Sector,London,24000,30000,1 year,Statistics,ChatGPT/AI Tools;Communication;Copilot;Data Analysis,Hybrid,No,2026-03,270,Entry Level
305,Business Intelligence Analyst,Infosys,Consulting,London,35000,38000,1 year,Computer Science,AWS;Business Intelligence;Communication;Confluence,Hybrid,No,2025-05,553,Entry Level
306,Insight Analyst,Tesco,Retail,London,Not specified,Not specified,0-1 years,Computer Science,Agile;Business Intelligence;Communication;DAX,Hybrid,No,2026-02,744,Entry Level
307,Management Consultant (Graduate),DWP,Public Sector,London,23000,27000,1 year,Business & Management,Agile;Azure;Business Intelligence;Confluence;Data Analysis;Financial Modelling;JIRA;KPI Reporting;Microsoft Excel,Hybrid,No,2025-06,716,Graduate
308,Operations Analyst,BT Group,Technology,London,30000,36000,1 year,Economics,Agile;Copilot;Data Analysis;Microsoft Excel;Microsoft Office;Pivot Tables;Power Query;PowerPoint;Problem Solving,Hybrid,No,2024-11,585,Entry Level
309,Graduate Business Analyst,HSBC,Finance,London,33000,40000,2 years,STEM degree preferred,AWS;Agile;Azure;Communication;Financial Modelling,Hybrid,No,2025-10,419,Graduate
310,Graduate Business Analyst,DWP,Public Sector,London,27000,33000,2 years,Business & Management,AWS;Agile;Business Intelligence;Communication;Data Analysis,Hybrid,Yes,2024-06,775,Graduate
311,Strategy Analyst,Metro Bank,Finance,London,Not specified,Not specified,1 year,Mathematics,Azure;Business Intelligence;Confluence;Data Analysis;Financial Modelling;JIRA;KPI Reporting,Office,No,2025-04,326,Entry Level
312,Graduate Data Analyst,Centrica,Energy,London,Not specified,Not specified,2 years,Engineering,Agile;Communication;DAX;Data Analysis;KPI Reporting;Microsoft Excel;Microsoft Office;PowerPoint;Problem Solving,Office,No,2026-06,268,Graduate
313,Junior Data Analyst,Deloitte,Consulting,London,33000,36000,0-1 years,Any degree subject,Communication;Microsoft Excel;Microsoft Office;PowerPoint;Problem Solving;Python;Stakeholder Management;Statistical Analysis,Hybrid,No,2025-11,890,Graduate
314,Reporting Analyst,McKinsey,Consulting,London,33000,39000,1 year,Economics,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;JIRA;Microsoft Excel;Power BI;Power Query,Remote,No,2025-12,416,Entry Level
315,Commercial Analyst,Google,Technology,London,40000,43000,1-2 years,Statistics,AWS;Communication;DAX;Data Analysis;Forecasting;JIRA;KPI Reporting,Office,No,2024-03,477,Entry Level
316,Graduate Financial Analyst,Microsoft,Technology,Manchester,Not specified,Not specified,1-2 years,Engineering,Agile;ChatGPT/AI Tools;Communication;Data Analysis;Financial Modelling;KPI Reporting,Office,Yes,2025-08,83,Graduate
317,Data Analyst,Lloyds,Finance,London,36000,39000,2 years,Finance,Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;Financial Modelling;JIRA;Microsoft Excel,Hybrid,No,2026-03,206,Entry Level
318,Commercial Analyst,Google,Technology,London,Not specified,Not specified,1-2 years,2:1 or above any subject,Agile;Azure;Business Intelligence;DAX;Data Analysis,Office,No,2026-04,303,Entry Level
319,Graduate Data Analyst,DataCo Ltd,Technology,London,Not specified,Not specified,1-2 years,Economics,Azure;Business Intelligence;Communication;Copilot;Data Analysis,Office,No,2024-02,668,Graduate
320,Commercial Analyst,Deloitte,Consulting,London,Not specified,Not specified,1-2 years,STEM degree preferred,Agile;Communication;Confluence;DAX;Data Analysis;Financial Modelling;Microsoft Excel,Hybrid,No,2025-04,540,Entry Level
321,Graduate Financial Analyst,Microsoft,Technology,London,Not specified,Not specified,0-1 years,STEM degree preferred,AWS;Agile;Copilot;Data Analysis,Hybrid,No,2025-03,191,Graduate
322,Operations Analyst,DataCo Ltd,Technology,London,40000,45000,0-1 years,2:1 or above any subject,AWS;Agile;Business Intelligence;ChatGPT/AI Tools,Hybrid,No,2025-08,294,Entry Level
323,Junior Operations Analyst,EY,Consulting,London,Not specified,Not specified,0-1 years,Mathematics,AWS;Business Intelligence;Communication;Copilot;Data Analysis,Hybrid,No,2024-08,311,Graduate
324,Graduate Data Analyst,Morgan Stanley UK,Finance,London,39000,43000,2 years,Engineering,Communication;Data Analysis;KPI Reporting;Machine Learning;Microsoft Excel,Hybrid,No,2025-06,346,Graduate
325,Commercial Analyst,Goldman Sachs UK,Finance,London,28000,32000,0-1 years,Mathematics,Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;KPI Reporting,Office,Yes,2024-08,153,Entry Level
326,Graduate Business Analyst,BP,Energy,Manchester,Not specified,Not specified,1-2 years,2:1 or above any subject,Agile;Business Intelligence;Communication;Copilot;Data Analysis,Office,No,2025-02,117,Graduate
327,Operations Analyst,Google,Technology,London,28000,33000,1-2 years,STEM degree preferred,AWS;Agile;Azure;Business Intelligence,Hybrid,Yes,2024-01,205,Entry Level
328,Graduate Financial Analyst,Astrazeneca,Pharma,London,26000,33000,None,Business & Management,Agile;Azure;Business Intelligence;Communication;Copilot;Data Analysis,Remote,No,2026-04,240,Graduate
329,Strategy Analyst,Vodafone,Technology,Birmingham,28000,32000,0-1 years,Mathematics,Agile;Business Intelligence;ChatGPT/AI Tools;Confluence;Copilot;DAX,Hybrid,No,2025-09,171,Entry Level
330,Junior Operations Analyst,JPMorgan UK,Finance,London,29000,35000,None,Computer Science,AWS;Agile;Business Intelligence;Communication,Hybrid,Yes,2026-05,189,Graduate
331,Business Intelligence Analyst,Sky,Technology,London,31000,38000,2 years,2:1 or above any subject,AWS;Business Intelligence;Communication;Data Analysis;Financial Modelling,Office,No,2024-05,423,Entry Level
332,Business Intelligence Analyst,Sky,Technology,London,35000,38000,2 years,Mathematics,Agile;Azure;Business Intelligence;Communication,Hybrid,No,2024-07,601,Entry Level
333,Junior Data Analyst,Fidelity,Finance,London,29000,35000,None,Statistics,Agile;ChatGPT/AI Tools;Communication;DAX;Data Analysis;JIRA;KPI Reporting;Microsoft Excel;Power Query,Hybrid,No,2024-08,341,Graduate
334,Junior Data Analyst,JPMorgan UK,Finance,London,37000,44000,1-2 years,Engineering,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;DAX;Data Analysis,Hybrid,No,2026-04,717,Graduate
335,Business Analyst,Starling Bank,Finance,Liverpool,35000,39000,1-2 years,STEM degree preferred,Azure;Communication;Copilot;Data Analysis;Forecasting;KPI Reporting;Microsoft Excel;Pivot Tables,Office,No,2024-09,235,Entry Level
336,Management Consultant (Graduate),BlackRock UK,Finance,London,38000,41000,1 year,Economics,Communication;Copilot;Data Analysis;JIRA;KPI Reporting;Machine Learning;Microsoft Excel,Hybrid,No,2025-01,129,Graduate
337,Management Consultant (Graduate),McKinsey,Consulting,London,Not specified,Not specified,2 years,Computer Science,Communication;DAX;Data Analysis;Financial Modelling;JIRA;Machine Learning;Microsoft Excel,Office,No,2024-05,103,Graduate
338,Graduate Financial Analyst,Astrazeneca,Pharma,London,Not specified,Not specified,1-2 years,Computer Science,AWS;Agile;Business Intelligence;Communication,Remote,No,2024-07,381,Graduate
339,Junior Business Analyst,Legal & General,Finance,Glasgow,29000,35000,0-1 years,Economics,Agile;Communication;Confluence;Data Analysis;JIRA;KPI Reporting;Machine Learning;Microsoft Excel,Remote,No,2025-06,249,Graduate
340,Junior Operations Analyst,PwC,Consulting,London,34000,37000,None,Computer Science,AWS;Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;Microsoft Excel;Microsoft Office;Pivot Tables,Hybrid,No,2025-07,547,Graduate
341,Junior Business Analyst,ConsultCo,Consulting,London,35000,40000,1 year,Computer Science,Agile;Azure;Business Intelligence;Data Analysis,Hybrid,No,2025-08,280,Graduate
342,Junior Data Analyst,Schroders,Finance,London,37000,43000,1-2 years,Any degree subject,Agile;Communication;DAX;Data Analysis;Power BI;Problem Solving;R Programming;Requirements Gathering;Stakeholder Management,Office,Yes,2024-05,634,Graduate
343,Junior Operations Analyst,Google,Technology,London,Not specified,Not specified,0-1 years,Mathematics,Agile;Business Intelligence;Communication;Copilot;Data Analysis;Microsoft Excel;Microsoft Office;Power BI,Hybrid,No,2025-02,308,Graduate
344,Data Analyst,Legal & General,Finance,London,34000,39000,0-1 years,Mathematics,AWS;Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence,Office,No,2026-04,567,Entry Level
345,Data Analyst,DataCo Ltd,Technology,London,40000,46000,2 years,2:1 or above any subject,AWS;Agile;Business Intelligence;Communication,Hybrid,No,2025-08,366,Entry Level
346,Junior Data Analyst,DWP,Public Sector,London,28000,33000,2 years,Economics,Agile;Communication;Confluence;Copilot;DAX;Data Analysis,Hybrid,No,2025-09,288,Graduate
347,Business Intelligence Analyst,Lloyds Banking Group,Finance,London,30000,33000,0-1 years,Business & Management,AWS;Business Intelligence;ChatGPT/AI Tools;Communication;Copilot;DAX;Data Analysis;KPI Reporting,Office,No,2024-12,88,Entry Level
348,Financial Analyst,EY,Consulting,London,Not specified,Not specified,None,Mathematics,Agile;Azure;Business Intelligence;Communication;Data Analysis,Hybrid,No,2025-10,751,Entry Level
349,Junior Data Analyst,JPMorgan UK,Finance,London,Not specified,Not specified,0-1 years,Statistics,Agile;Business Intelligence;Communication;Copilot;Data Analysis;JIRA,Office,No,2025-12,822,Graduate
350,Junior Data Analyst,HSBC,Finance,London,37000,44000,1 year,2:1 or above any subject,AWS;Agile;Azure;Communication;Confluence;Forecasting;KPI Reporting;Microsoft Excel,Hybrid,No,2025-12,801,Graduate
351,Strategy Analyst,Rolls-Royce,Energy,London,34000,40000,1-2 years,Mathematics,Agile;ChatGPT/AI Tools;Confluence;Data Analysis,Flexible,No,2026-01,295,Entry Level
352,Reporting Analyst,Metro Bank,Finance,London,29000,33000,1-2 years,Any degree subject,AWS;Agile;Business Intelligence;ChatGPT/AI Tools,Office,No,2025-09,186,Entry Level
353,Operations Analyst,NatWest,Finance,London,Not specified,Not specified,1 year,STEM degree preferred,Agile;Business Intelligence;Communication;Confluence;Copilot;Data Analysis,Hybrid,No,2026-02,107,Entry Level
354,Graduate Business Analyst,Sainsburys,Retail,London,Not specified,Not specified,1 year,Any degree subject,Agile;ChatGPT/AI Tools;Communication;DAX;Data Analysis;JIRA;KPI Reporting,Hybrid,No,2025-02,459,Graduate
355,Strategy Analyst,Shell,Energy,London,32000,36000,None,Any degree subject,Agile;Communication;Copilot;DAX;Data Analysis;Forecasting;JIRA;KPI Reporting,Hybrid,Yes,2025-06,161,Entry Level
356,Operations Analyst,Accenture,Consulting,London,35000,40000,None,Statistics,Agile;ChatGPT/AI Tools;Communication;Data Analysis,Hybrid,No,2025-06,721,Entry Level
357,Business Analyst,JPMorgan UK,Finance,Birmingham,29000,32000,1-2 years,Economics,Agile;Communication;Copilot;DAX;Data Analysis;KPI Reporting;Microsoft Excel,Office,No,2025-05,92,Entry Level
358,Management Consultant (Graduate),GSK,Pharma,London,27000,31000,1-2 years,Statistics,Azure;Business Intelligence;Communication;DAX;Data Analysis;JIRA;KPI Reporting;Microsoft Excel;Pivot Tables,Hybrid,No,2026-01,320,Graduate
359,Insight Analyst,Rolls-Royce,Energy,London,27000,30000,1 year,Economics,Agile;Business Intelligence;Communication;Confluence;Financial Modelling,Hybrid,No,2026-06,166,Entry Level
360,Reporting Analyst,Amazon,Technology,London,35000,39000,1 year,Statistics,Communication;DAX;Financial Modelling;JIRA;KPI Reporting;Power BI;PowerPoint;Problem Solving;Process Mapping,Office,No,2026-06,735,Entry Level
361,Management Consultant (Graduate),HMRC,Public Sector,London,24000,29000,None,Economics,Agile;Business Intelligence;Communication;Copilot,Hybrid,No,2025-12,334,Graduate
362,Junior Data Analyst,Vodafone,Technology,Sheffield,Not specified,Not specified,1-2 years,2:1 or above any subject,AWS;Agile;Azure;Communication;Confluence;Copilot,Office,No,2025-12,41,Graduate
363,Insight Analyst,Astrazeneca,Pharma,London,27000,30000,2 years,Mathematics,Agile;Communication;Data Analysis;Financial Modelling;Microsoft Excel;Microsoft Office;Pivot Tables,Office,No,2025-06,196,Entry Level
364,Reporting Analyst,McKinsey,Consulting,London,37000,40000,None,Statistics,Agile;Confluence;Data Analysis;KPI Reporting;Microsoft Excel,Hybrid,No,2025-08,428,Entry Level
365,Business Analyst,Schroders,Finance,London,32000,37000,1-2 years,Engineering,Business Intelligence;Communication;Confluence;Copilot;Data Analysis;KPI Reporting,Hybrid,Yes,2024-02,174,Entry Level
366,Graduate Financial Analyst,Rolls-Royce,Energy,London,34000,40000,1-2 years,Engineering,Business Intelligence;Communication;Financial Modelling;Forecasting;KPI Reporting;Microsoft Office;Power BI;PowerPoint;Problem Solving,Remote,No,2025-06,730,Graduate
367,Strategy Analyst,Amazon,Technology,Cardiff,Not specified,Not specified,0-1 years,Statistics,AWS;Confluence;DAX;Data Analysis;Microsoft Excel,Office,No,2024-03,55,Entry Level
368,Management Consultant (Graduate),Microsoft,Technology,London,29000,35000,0-1 years,Statistics,Agile;Azure;Communication;Forecasting;KPI Reporting,Flexible,No,2024-07,134,Graduate
369,Commercial Analyst,Schroders,Finance,London,33000,36000,1 year,Business & Management,Agile;ChatGPT/AI Tools;Data Analysis;KPI Reporting;Microsoft Excel;PowerPoint,Office,No,2026-05,845,Entry Level
370,Graduate Financial Analyst,BAE Systems,Pharma,London,27000,31000,1-2 years,STEM degree preferred,AWS;Agile;Business Intelligence;ChatGPT/AI Tools;Data Analysis;Forecasting;Microsoft Excel;Pivot Tables;Power BI,Flexible,No,2025-02,91,Graduate
371,Graduate Business Analyst,Fidelity,Finance,Bristol,31000,36000,1 year,Economics,ChatGPT/AI Tools;Communication;DAX;Data Analysis;JIRA;KPI Reporting;Machine Learning,Hybrid,No,2024-07,382,Graduate
372,Business Intelligence Analyst,BAE Systems,Pharma,London,26000,29000,1 year,2:1 or above any subject,Agile;Azure;Business Intelligence;ChatGPT/AI Tools;DAX;JIRA;Microsoft Excel;Microsoft Office,Hybrid,No,2025-11,576,Entry Level
373,Graduate Business Analyst,Morgan Stanley UK,Finance,London,33000,40000,1-2 years,Any degree subject,AWS;Agile;Azure;Business Intelligence;Communication;Data Analysis;Financial Modelling;JIRA;KPI Reporting,Hybrid,No,2026-01,634,Graduate
374,Graduate Data Analyst,Metro Bank,Finance,London,37000,44000,2 years,Engineering,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;DAX;Data Analysis;Financial Modelling;Microsoft Excel,Hybrid,Yes,2024-03,365,Graduate
375,Junior Data Analyst,Experian,Finance,London,36000,43000,1 year,Business & Management,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Copilot,Office,No,2026-04,134,Graduate
376,Graduate Data Analyst,BlackRock UK,Finance,London,Not specified,Not specified,None,Economics,Agile;ChatGPT/AI Tools;Confluence;DAX;Data Analysis;JIRA;KPI Reporting;Microsoft Excel,Hybrid,No,2024-09,759,Graduate
377,Management Consultant (Graduate),Morgan Stanley UK,Finance,London,30000,33000,1 year,Business & Management,Azure;Communication;Confluence;Copilot,Hybrid,No,2024-01,482,Graduate
378,Insight Analyst,Rolls-Royce,Energy,London,31000,34000,0-1 years,Statistics,AWS;Agile;Azure;Business Intelligence;ChatGPT/AI Tools,Office,Yes,2024-01,164,Entry Level
379,Graduate Data Analyst,Santander UK,Finance,London,33000,40000,None,Engineering,Business Intelligence;Communication;Data Analysis;Financial Modelling,Hybrid,No,2024-05,871,Graduate
380,Business Analyst,DataCo Ltd,Technology,London,30000,33000,None,STEM degree preferred,Business Intelligence;Communication;DAX;JIRA;KPI Reporting;Machine Learning;Microsoft Excel;Pivot Tables,Hybrid,No,2024-12,327,Entry Level
381,Graduate Financial Analyst,Experian,Finance,London,30000,34000,1-2 years,2:1 or above any subject,Agile;Azure;Business Intelligence;Communication;Confluence;Copilot;Data Analysis;JIRA;KPI Reporting,Hybrid,No,2025-11,127,Graduate
382,Financial Analyst,Vodafone,Technology,London,40000,47000,1 year,Economics,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Data Analysis,Hybrid,No,2026-06,690,Entry Level
383,Business Analyst,Lloyds,Finance,London,29000,32000,None,Business & Management,Agile;Azure;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;Microsoft Excel;Microsoft Office,Office,No,2026-04,627,Entry Level
384,Commercial Analyst,ConsultCo,Consulting,London,33000,40000,1-2 years,Mathematics,Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;DAX;Financial Modelling,Office,No,2025-12,93,Entry Level
385,Junior Business Analyst,Lloyds,Finance,London,28000,33000,None,Economics,AWS;Agile;Azure;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Copilot,Hybrid,No,2025-03,676,Graduate
386,Commercial Analyst,AnalyticsFirm,Technology,London,27000,32000,1 year,Mathematics,Agile;Communication;Copilot;Data Analysis;Financial Modelling;JIRA;Microsoft Excel,Office,No,2024-04,661,Entry Level
387,Strategy Analyst,GSK,Pharma,London,31000,35000,1 year,Mathematics,Agile;Communication;Data Analysis;Financial Modelling;JIRA;Machine Learning;Microsoft Excel;Pivot Tables;Power BI,Hybrid,No,2024-03,817,Entry Level
388,Insight Analyst,HMRC,Public Sector,Glasgow,24000,29000,1 year,Statistics,Agile;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;Microsoft Excel;Microsoft Office;Pivot Tables,Hybrid,No,2025-09,235,Entry Level
389,Business Intelligence Analyst,McKinsey,Consulting,London,Not specified,Not specified,1 year,Mathematics,Agile;Business Intelligence;Financial Modelling;Microsoft Excel;Power BI;Power Query;PowerPoint;Problem Solving;Process Mapping,Hybrid,No,2026-01,388,Entry Level
390,Junior Operations Analyst,TechAnalytics Ltd,Technology,London,33000,36000,1-2 years,Computer Science,Agile;Business Intelligence;Communication;Confluence;Copilot,Remote,No,2025-12,621,Graduate
391,Junior Operations Analyst,GSK,Pharma,London,27000,31000,2 years,Economics,Azure;ChatGPT/AI Tools;Communication;Confluence;Data Analysis,Office,No,2025-11,790,Graduate
392,Reporting Analyst,EY,Consulting,Liverpool,Not specified,Not specified,1-2 years,Mathematics,Agile;Communication;Confluence;Financial Modelling;JIRA,Hybrid,No,2024-06,57,Entry Level
393,Management Consultant (Graduate),Experian,Finance,London,28000,35000,0-1 years,Mathematics,Agile;Azure;Communication;Confluence;Data Analysis,Flexible,No,2024-03,809,Graduate
394,Business Analyst,Legal & General,Finance,London,37000,42000,2 years,Statistics,AWS;Agile;Confluence;Data Analysis;Forecasting,Office,No,2025-01,755,Entry Level
395,Financial Analyst,McKinsey,Consulting,Leeds,29000,35000,1 year,Business & Management,Azure;Communication;Confluence;DAX,Office,Yes,2024-03,381,Entry Level
396,Graduate Business Analyst,Deloitte,Consulting,London,Not specified,Not specified,2 years,2:1 or above any subject,Business Intelligence;Communication;Data Analysis;JIRA;Machine Learning,Remote,No,2025-02,697,Graduate
397,Management Consultant (Graduate),EY,Consulting,London,30000,33000,1 year,Business & Management,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;DAX;Data Analysis,Hybrid,No,2024-04,441,Graduate
398,Financial Analyst,BT Group,Technology,London,28000,35000,0-1 years,Finance,AWS;Agile;Communication;Data Analysis;JIRA;Machine Learning;Microsoft Excel,Office,No,2026-03,843,Entry Level
399,Operations Analyst,Infosys,Consulting,London,28000,33000,2 years,2:1 or above any subject,AWS;Agile;ChatGPT/AI Tools;Communication,Hybrid,Yes,2024-08,859,Entry Level
400,Reporting Analyst,KPMG,Consulting,London,Not specified,Not specified,2 years,Economics,AWS;Agile;Communication;Data Analysis;JIRA;Microsoft Excel;Microsoft Office;Power BI,Flexible,No,2026-03,802,Entry Level
401,Operations Analyst,Rolls-Royce,Energy,London,31000,37000,2 years,Engineering,AWS;Agile;Business Intelligence;Communication;Confluence;Data Analysis;Financial Modelling;Microsoft Excel,Office,No,2024-11,171,Entry Level
402,Reporting Analyst,Standard Chartered,Finance,London,32000,35000,None,Economics,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;Financial Modelling;KPI Reporting,Office,No,2025-01,528,Entry Level
403,Graduate Data Analyst,BP,Energy,Leeds,35000,42000,1-2 years,Engineering,AWS;Agile;ChatGPT/AI Tools;Communication;Data Analysis;Forecasting;JIRA,Flexible,No,2026-04,413,Graduate
404,Data Analyst,TechAnalytics Ltd,Technology,London,42000,48000,1-2 years,Economics,AWS;Agile;Azure;Business Intelligence,Hybrid,Yes,2024-09,548,Entry Level
405,Junior Business Analyst,Legal & General,Finance,London,33000,40000,0-1 years,Finance,AWS;Business Intelligence;Communication;Confluence;Copilot;DAX;Data Analysis,Office,No,2026-04,276,Graduate
406,Business Analyst,Microsoft,Technology,London,33000,37000,0-1 years,Computer Science,Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;Forecasting;JIRA;KPI Reporting,Hybrid,No,2024-07,162,Entry Level
407,Strategy Analyst,Astrazeneca,Pharma,London,Not specified,Not specified,0-1 years,STEM degree preferred,Business Intelligence;Copilot;Data Analysis;Financial Modelling,Office,Yes,2024-09,309,Entry Level
408,Junior Data Analyst,StartupXYZ,Technology,London,29000,33000,0-1 years,Engineering,Agile;Azure;Business Intelligence;Communication;DAX;Data Analysis;Forecasting;Microsoft Office,Office,No,2026-06,398,Graduate
409,Data Analyst,TechAnalytics Ltd,Technology,London,31000,35000,None,Mathematics,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Copilot;Data Analysis;Financial Modelling;KPI Reporting,Remote,No,2024-12,843,Entry Level
410,Business Analyst,Amazon,Technology,London,38000,42000,1-2 years,Mathematics,AWS;Agile;Communication;Data Analysis;Microsoft Excel;Microsoft Office;Power BI,Hybrid,No,2026-01,597,Entry Level
