posting_id,job_title,company,sector,city,salary_min_gbp,salary_max_gbp,experience_required,degree_required,skills_required,working_arrangement,visa_sponsorship,date_posted,applicant_count,level,salary_midpoint,has_salary,requires_experience,is_london,skills_list,skill_count,salary_zscore
196,Insight Analyst,Capgemini,Consulting,London,31000.0,35000.0,2+ years,Computer Science,AWS;Agile;Azure;Communication;DAX;Data Analysis;JIRA;KPI Reporting;Machine Learning,Hybrid,Yes,2024-11-01,694,Entry Level,33000.0,True,1,1,"['AWS', 'Agile', 'Azure', 'Communication', 'DAX', 'Data Analysis', 'JIRA', 'KPI Reporting', 'Machine Learning']",9,-0.39
197,Business Analyst,Deloitte,Consulting,London,28000.0,35000.0,1 year,2:1 or above any subject,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Copilot,Hybrid,No,2026-01-01,124,Entry Level,31500.0,True,1,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'Copilot']",6,-0.73
198,Graduate Data Analyst,Goldman Sachs UK,Finance,London,36000.0,41000.0,1-2 years,Finance,Communication;Confluence;DAX;Data Analysis;Forecasting;KPI Reporting;Machine Learning,Hybrid,No,2026-04-01,508,Graduate,38500.0,True,1,1,"['Communication', 'Confluence', 'DAX', 'Data Analysis', 'Forecasting', 'KPI Reporting', 'Machine Learning']",7,0.86
199,Reporting Analyst,Fidelity,Finance,London,35000.0,42000.0,1 year,Economics,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;Forecasting;JIRA,Office,Yes,2026-02-01,110,Entry Level,38500.0,True,1,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Data Analysis', 'Forecasting', 'JIRA']",7,0.86
201,Insight Analyst,Starling Bank,Finance,London,38000.0,44000.0,1-2 years,Economics,AWS;Agile;Business Intelligence;ChatGPT/AI Tools;Communication,Hybrid,No,2025-09-01,873,Entry Level,41000.0,True,1,1,"['AWS', 'Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication']",5,1.42
202,Business Analyst,NatWest,Finance,London,34000.0,40000.0,1-2 years,Statistics,Agile;Communication;Data Analysis;Forecasting;JIRA,Office,No,2026-01-01,590,Entry Level,37000.0,True,1,1,"['Agile', 'Communication', 'Data Analysis', 'Forecasting', 'JIRA']",5,0.52
204,Graduate Business Analyst,Centrica,Energy,London,33000.0,40000.0,<1 year,Economics,Agile;Business Intelligence;ChatGPT/AI Tools;Communication,Hybrid,No,2026-05-01,299,Graduate,36500.0,True,0,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication']",4,0.4
205,Graduate Financial Analyst,Santander UK,Finance,London,28000.0,31000.0,2+ years,Computer Science,Business Intelligence;Communication;Data Analysis;Microsoft Office;Power BI;PowerPoint;Python,Office,No,2025-01-01,303,Graduate,29500.0,True,1,1,"['Business Intelligence', 'Communication', 'Data Analysis', 'Microsoft Office', 'Power BI', 'PowerPoint', 'Python']",7,-1.18
206,Commercial Analyst,AnalyticsFirm,Technology,London,32000.0,39000.0,,Business & Management,Agile;Business Intelligence;Communication;Data Analysis,Office,No,2025-10-01,637,Entry Level,35500.0,True,0,1,"['Agile', 'Business Intelligence', 'Communication', 'Data Analysis']",4,0.18
207,Insight Analyst,Barclays,Finance,London,28000.0,33000.0,<1 year,Engineering,Azure;Business Intelligence;Communication;DAX;KPI Reporting;Microsoft Excel;Power BI,Hybrid,No,2026-05-01,519,Entry Level,30500.0,True,0,1,"['Azure', 'Business Intelligence', 'Communication', 'DAX', 'KPI Reporting', 'Microsoft Excel', 'Power BI']",7,-0.95
208,Management Consultant (Graduate),Lloyds,Finance,Cardiff,30000.0,36000.0,1-2 years,Business & Management,AWS;Agile;Business Intelligence;Communication;Confluence;Data Analysis;Financial Modelling,Hybrid,No,2025-11-01,336,Graduate,33000.0,True,1,0,"['AWS', 'Agile', 'Business Intelligence', 'Communication', 'Confluence', 'Data Analysis', 'Financial Modelling']",7,-0.39
210,Financial Analyst,Lloyds,Finance,London,39000.0,43000.0,2+ years,Statistics,Agile;Communication;Copilot;Data Analysis,Office,No,2026-06-01,623,Entry Level,41000.0,True,1,1,"['Agile', 'Communication', 'Copilot', 'Data Analysis']",4,1.42
211,Management Consultant (Graduate),Vodafone,Technology,London,32000.0,37000.0,<1 year,Finance,Azure;ChatGPT/AI Tools;Communication;Confluence;Copilot;Data Analysis;Financial Modelling,Office,No,2024-01-01,739,Graduate,34500.0,True,0,1,"['Azure', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'Copilot', 'Data Analysis', 'Financial Modelling']",7,-0.05
212,Business Analyst,BlackRock UK,Finance,London,32000.0,36000.0,1-2 years,STEM degree preferred,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;Financial Modelling,Flexible,No,2026-03-01,883,Entry Level,34000.0,True,1,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Data Analysis', 'Financial Modelling']",6,-0.16
213,Data Analyst,KPMG,Consulting,London,31000.0,34000.0,<1 year,Engineering,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;Forecasting;Microsoft Excel;Power BI;PowerPoint,Hybrid,No,2024-10-01,859,Entry Level,32500.0,True,0,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Data Analysis', 'Forecasting', 'Microsoft Excel', 'Power BI', 'PowerPoint']",9,-0.5
214,Junior Operations Analyst,M&G Investments,Finance,Birmingham,32000.0,38000.0,1-2 years,Engineering,AWS;Agile;Azure;Business Intelligence,Hybrid,No,2024-05-01,311,Graduate,35000.0,True,1,0,"['AWS', 'Agile', 'Azure', 'Business Intelligence']",4,0.06
215,Reporting Analyst,Goldman Sachs UK,Finance,London,29000.0,32000.0,1-2 years,Engineering,Business Intelligence;ChatGPT/AI Tools;Communication;Copilot,Hybrid,No,2024-02-01,254,Entry Level,30500.0,True,1,1,"['Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Copilot']",4,-0.95
217,Graduate Business Analyst,AnalyticsFirm,Technology,London,39000.0,42000.0,1 year,Mathematics,Communication;Confluence;Data Analysis;Forecasting,Hybrid,No,2024-05-01,85,Graduate,40500.0,True,1,1,"['Communication', 'Confluence', 'Data Analysis', 'Forecasting']",4,1.31
218,Strategy Analyst,BP,Energy,London,26000.0,29000.0,2+ years,Any degree subject,Agile;Communication;Confluence;Copilot;DAX;Data Analysis;JIRA;KPI Reporting,Office,No,2026-04-01,178,Entry Level,27500.0,True,1,1,"['Agile', 'Communication', 'Confluence', 'Copilot', 'DAX', 'Data Analysis', 'JIRA', 'KPI Reporting']",8,-1.63
219,Insight Analyst,Lloyds,Finance,London,36000.0,41000.0,1-2 years,STEM degree preferred,Business Intelligence;Communication;Confluence;Copilot;Financial Modelling;Microsoft Excel;Microsoft Office;Pivot Tables;Power BI,Office,Yes,2024-03-01,655,Entry Level,38500.0,True,1,1,"['Business Intelligence', 'Communication', 'Confluence', 'Copilot', 'Financial Modelling', 'Microsoft Excel', 'Microsoft Office', 'Pivot Tables', 'Power BI']",9,0.86
220,Reporting Analyst,AnalyticsFirm,Technology,London,31000.0,36000.0,<1 year,Economics,AWS;Agile;Business Intelligence;Communication;Copilot;Data Analysis;Financial Modelling,Flexible,No,2025-07-01,475,Entry Level,33500.0,True,0,1,"['AWS', 'Agile', 'Business Intelligence', 'Communication', 'Copilot', 'Data Analysis', 'Financial Modelling']",7,-0.27
222,Graduate Data Analyst,Sainsburys,Retail,London,27000.0,34000.0,<1 year,Any degree subject,Agile;Communication;Data Analysis;KPI Reporting;Machine Learning,Hybrid,No,2024-03-01,524,Graduate,30500.0,True,0,1,"['Agile', 'Communication', 'Data Analysis', 'KPI Reporting', 'Machine Learning']",5,-0.95
224,Operations Analyst,Legal & General,Finance,London,28000.0,35000.0,1 year,Any degree subject,Azure;ChatGPT/AI Tools;Communication;Data Analysis;Forecasting;KPI Reporting;Microsoft Excel;Microsoft Office;Pivot Tables,Hybrid,No,2026-01-01,136,Entry Level,31500.0,True,1,1,"['Azure', 'ChatGPT/AI Tools', 'Communication', 'Data Analysis', 'Forecasting', 'KPI Reporting', 'Microsoft Excel', 'Microsoft Office', 'Pivot Tables']",9,-0.73
225,Commercial Analyst,PwC,Consulting,London,33000.0,36000.0,1-2 years,Economics,Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;Financial Modelling;Forecasting,Hybrid,No,2024-12-01,832,Entry Level,34500.0,True,1,1,"['Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'Data Analysis', 'Financial Modelling', 'Forecasting']",7,-0.05
226,Financial Analyst,Vodafone,Technology,London,36000.0,41000.0,,Engineering,Azure;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;Financial Modelling,Hybrid,Yes,2024-03-01,755,Entry Level,38500.0,True,0,1,"['Azure', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'Data Analysis', 'Financial Modelling']",7,0.86
227,Junior Business Analyst,BP,Energy,London,26000.0,33000.0,,Mathematics,Communication;Data Analysis;KPI Reporting;Microsoft Office;Pivot Tables;Problem Solving,Office,No,2025-01-01,710,Graduate,29500.0,True,0,1,"['Communication', 'Data Analysis', 'KPI Reporting', 'Microsoft Office', 'Pivot Tables', 'Problem Solving']",6,-1.18
230,Business Intelligence Analyst,BlackRock UK,Finance,London,29000.0,36000.0,1 year,Economics,AWS;Agile;Business Intelligence;DAX;Data Analysis;JIRA,Hybrid,No,2026-05-01,586,Entry Level,32500.0,True,1,1,"['AWS', 'Agile', 'Business Intelligence', 'DAX', 'Data Analysis', 'JIRA']",6,-0.5
232,Strategy Analyst,JPMorgan UK,Finance,London,35000.0,41000.0,1-2 years,Computer Science,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Copilot,Hybrid,No,2025-03-01,108,Entry Level,38000.0,True,1,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Copilot']",5,0.74
233,Junior Business Analyst,Goldman Sachs UK,Finance,London,36000.0,43000.0,,STEM degree preferred,Agile;Business Intelligence;Communication;Data Analysis;Forecasting;KPI Reporting;Microsoft Office,Hybrid,No,2025-11-01,116,Graduate,39500.0,True,0,1,"['Agile', 'Business Intelligence', 'Communication', 'Data Analysis', 'Forecasting', 'KPI Reporting', 'Microsoft Office']",7,1.08
234,Business Analyst,Lloyds Banking Group,Finance,London,37000.0,43000.0,,Statistics,Agile;Azure;Communication;Data Analysis;JIRA,Hybrid,No,2024-07-01,198,Entry Level,40000.0,True,0,1,"['Agile', 'Azure', 'Communication', 'Data Analysis', 'JIRA']",5,1.2
235,Insight Analyst,Google,Technology,London,30000.0,35000.0,2+ years,Business & Management,Business Intelligence;Communication;Data Analysis;Financial Modelling,Office,No,2025-06-01,865,Entry Level,32500.0,True,1,1,"['Business Intelligence', 'Communication', 'Data Analysis', 'Financial Modelling']",4,-0.5
236,Graduate Business Analyst,TechAnalytics Ltd,Technology,London,33000.0,38000.0,,STEM degree preferred,Azure;Business Intelligence;Communication;Data Analysis,Office,No,2025-07-01,278,Graduate,35500.0,True,0,1,"['Azure', 'Business Intelligence', 'Communication', 'Data Analysis']",4,0.18
237,Operations Analyst,Goldman Sachs UK,Finance,Leeds,34000.0,41000.0,<1 year,Computer Science,Agile;Business Intelligence;Communication;Data Analysis;Financial Modelling;KPI Reporting;Microsoft Excel;Microsoft Office,Hybrid,No,2025-10-01,159,Entry Level,37500.0,True,0,0,"['Agile', 'Business Intelligence', 'Communication', 'Data Analysis', 'Financial Modelling', 'KPI Reporting', 'Microsoft Excel', 'Microsoft Office']",8,0.63
238,Reporting Analyst,Accenture,Consulting,London,31000.0,36000.0,<1 year,Engineering,Agile;ChatGPT/AI Tools;Communication;DAX,Flexible,No,2026-03-01,615,Entry Level,33500.0,True,0,1,"['Agile', 'ChatGPT/AI Tools', 'Communication', 'DAX']",4,-0.27
239,Strategy Analyst,BT Group,Technology,London,32000.0,36000.0,1-2 years,Statistics,Agile;ChatGPT/AI Tools;Communication;Data Analysis;Forecasting;JIRA;KPI Reporting,Hybrid,No,2026-05-01,634,Entry Level,34000.0,True,1,1,"['Agile', 'ChatGPT/AI Tools', 'Communication', 'Data Analysis', 'Forecasting', 'JIRA', 'KPI Reporting']",7,-0.16
240,Commercial Analyst,Standard Chartered,Finance,London,30000.0,33000.0,1-2 years,Finance,AWS;Agile;Business Intelligence;ChatGPT/AI Tools;Communication;DAX;Data Analysis,Hybrid,No,2025-10-01,299,Entry Level,31500.0,True,1,1,"['AWS', 'Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'DAX', 'Data Analysis']",7,-0.73
241,Graduate Financial Analyst,Amazon,Technology,London,40000.0,47000.0,1-2 years,2:1 or above any subject,Agile;Communication;DAX;Data Analysis;Financial Modelling;Forecasting,Remote,No,2026-05-01,727,Graduate,43500.0,True,1,1,"['Agile', 'Communication', 'DAX', 'Data Analysis', 'Financial Modelling', 'Forecasting']",6,1.99
243,Business Analyst,AnalyticsFirm,Technology,London,38000.0,41000.0,1 year,Economics,Agile;Azure;Communication;Confluence;DAX;Data Analysis;Financial Modelling;Forecasting;KPI Reporting,Hybrid,No,2025-11-01,615,Entry Level,39500.0,True,1,1,"['Agile', 'Azure', 'Communication', 'Confluence', 'DAX', 'Data Analysis', 'Financial Modelling', 'Forecasting', 'KPI Reporting']",9,1.08
245,Business Intelligence Analyst,JPMorgan UK,Finance,Manchester,35000.0,39000.0,<1 year,Economics,ChatGPT/AI Tools;Communication;Copilot;DAX;Data Analysis,Hybrid,No,2025-12-01,165,Entry Level,37000.0,True,0,0,"['ChatGPT/AI Tools', 'Communication', 'Copilot', 'DAX', 'Data Analysis']",5,0.52
247,Management Consultant (Graduate),DWP,Public Sector,London,26000.0,29000.0,2+ years,Economics,Agile;ChatGPT/AI Tools;Communication;Confluence;DAX;Data Analysis;JIRA,Hybrid,No,2026-05-01,344,Graduate,27500.0,True,1,1,"['Agile', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'DAX', 'Data Analysis', 'JIRA']",7,-1.63
249,Graduate Business Analyst,Legal & General,Finance,London,38000.0,43000.0,<1 year,Mathematics,ChatGPT/AI Tools;Communication;Data Analysis;Forecasting;Microsoft Office;Pivot Tables;Power BI;PowerPoint;Problem Solving,Hybrid,No,2024-10-01,374,Graduate,40500.0,True,0,1,"['ChatGPT/AI Tools', 'Communication', 'Data Analysis', 'Forecasting', 'Microsoft Office', 'Pivot Tables', 'Power BI', 'PowerPoint', 'Problem Solving']",9,1.31
250,Insight Analyst,DataCo Ltd,Technology,London,37000.0,44000.0,1 year,STEM degree preferred,AWS;Agile;Communication;Data Analysis;JIRA,Hybrid,No,2026-01-01,485,Entry Level,40500.0,True,1,1,"['AWS', 'Agile', 'Communication', 'Data Analysis', 'JIRA']",5,1.31
252,Business Intelligence Analyst,BlackRock UK,Finance,London,33000.0,40000.0,,Business & Management,Agile;Communication;Data Analysis;Financial Modelling,Office,No,2025-08-01,474,Entry Level,36500.0,True,0,1,"['Agile', 'Communication', 'Data Analysis', 'Financial Modelling']",4,0.4
253,Business Intelligence Analyst,McKinsey,Consulting,London,35000.0,38000.0,<1 year,Any degree subject,Business Intelligence;Communication;Data Analysis;Financial Modelling;Forecasting;KPI Reporting,Hybrid,No,2024-05-01,688,Entry Level,36500.0,True,0,1,"['Business Intelligence', 'Communication', 'Data Analysis', 'Financial Modelling', 'Forecasting', 'KPI Reporting']",6,0.4
254,Graduate Data Analyst,KPMG,Consulting,London,31000.0,34000.0,2+ years,Any degree subject,Azure;Communication;Confluence;Data Analysis;Financial Modelling,Hybrid,No,2024-02-01,430,Graduate,32500.0,True,1,1,"['Azure', 'Communication', 'Confluence', 'Data Analysis', 'Financial Modelling']",5,-0.5
255,Operations Analyst,Infosys,Consulting,London,29000.0,34000.0,<1 year,Statistics,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Copilot;Data Analysis;Financial Modelling,Hybrid,No,2026-01-01,215,Entry Level,31500.0,True,0,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'Copilot', 'Data Analysis', 'Financial Modelling']",8,-0.73
256,Operations Analyst,M&G Investments,Finance,London,31000.0,35000.0,1 year,STEM degree preferred,Azure;Communication;Data Analysis;Financial Modelling;JIRA,Hybrid,No,2024-03-01,579,Entry Level,33000.0,True,1,1,"['Azure', 'Communication', 'Data Analysis', 'Financial Modelling', 'JIRA']",5,-0.39
257,Junior Operations Analyst,Deloitte,Consulting,London,35000.0,41000.0,1 year,Statistics,AWS;Agile;Communication;Confluence;DAX;Data Analysis,Hybrid,No,2025-08-01,395,Graduate,38000.0,True,1,1,"['AWS', 'Agile', 'Communication', 'Confluence', 'DAX', 'Data Analysis']",6,0.74
259,Graduate Business Analyst,Lloyds,Finance,London,39000.0,45000.0,1-2 years,Business & Management,Agile;Business Intelligence;Communication;DAX,Flexible,No,2024-07-01,112,Graduate,42000.0,True,1,1,"['Agile', 'Business Intelligence', 'Communication', 'DAX']",4,1.65
260,Junior Operations Analyst,Legal & General,Finance,Edinburgh,35000.0,40000.0,<1 year,Mathematics,Agile;Communication;DAX;Data Analysis;Financial Modelling;Microsoft Excel;Microsoft Office,Office,No,2025-11-01,380,Graduate,37500.0,True,0,0,"['Agile', 'Communication', 'DAX', 'Data Analysis', 'Financial Modelling', 'Microsoft Excel', 'Microsoft Office']",7,0.63
261,Strategy Analyst,Microsoft,Technology,London,31000.0,35000.0,1 year,2:1 or above any subject,Agile;Azure;Communication;Confluence;Copilot,Office,No,2026-01-01,580,Entry Level,33000.0,True,1,1,"['Agile', 'Azure', 'Communication', 'Confluence', 'Copilot']",5,-0.39
263,Graduate Data Analyst,M&G Investments,Finance,Manchester,38000.0,42000.0,<1 year,STEM degree preferred,Agile;Communication;Data Analysis;KPI Reporting;Microsoft Excel;Microsoft Office,Hybrid,No,2025-08-01,292,Graduate,40000.0,True,0,0,"['Agile', 'Communication', 'Data Analysis', 'KPI Reporting', 'Microsoft Excel', 'Microsoft Office']",6,1.2
264,Commercial Analyst,AnalyticsFirm,Technology,London,31000.0,35000.0,<1 year,2:1 or above any subject,Agile;Business Intelligence;Communication;Data Analysis;Financial Modelling;Forecasting,Hybrid,No,2025-05-01,638,Entry Level,33000.0,True,0,1,"['Agile', 'Business Intelligence', 'Communication', 'Data Analysis', 'Financial Modelling', 'Forecasting']",6,-0.39
265,Data Analyst,Shell,Energy,Manchester,34000.0,39000.0,1-2 years,STEM degree preferred,Agile;Azure;Communication;Copilot;Data Analysis;KPI Reporting;Microsoft Excel;Pivot Tables;Power Query,Office,No,2026-05-01,64,Entry Level,36500.0,True,1,0,"['Agile', 'Azure', 'Communication', 'Copilot', 'Data Analysis', 'KPI Reporting', 'Microsoft Excel', 'Pivot Tables', 'Power Query']",9,0.4
267,Graduate Financial Analyst,Infosys,Consulting,London,33000.0,36000.0,2+ years,2:1 or above any subject,Azure;Business Intelligence;Communication;DAX,Flexible,No,2024-11-01,586,Graduate,34500.0,True,1,1,"['Azure', 'Business Intelligence', 'Communication', 'DAX']",4,-0.05
268,Business Intelligence Analyst,Starling Bank,Finance,London,38000.0,41000.0,1 year,Engineering,Agile;Communication;Data Analysis;JIRA;KPI Reporting;Machine Learning;Microsoft Excel;Pivot Tables,Office,Yes,2025-08-01,551,Entry Level,39500.0,True,1,1,"['Agile', 'Communication', 'Data Analysis', 'JIRA', 'KPI Reporting', 'Machine Learning', 'Microsoft Excel', 'Pivot Tables']",8,1.08
269,Junior Business Analyst,BlackRock UK,Finance,London,38000.0,44000.0,<1 year,Statistics,Agile;Business Intelligence;Communication;JIRA;KPI Reporting,Hybrid,No,2025-06-01,716,Graduate,41000.0,True,0,1,"['Agile', 'Business Intelligence', 'Communication', 'JIRA', 'KPI Reporting']",5,1.42
270,Junior Data Analyst,Aviva,Finance,Birmingham,31000.0,36000.0,1 year,Business & Management,Azure;Business Intelligence;Communication;Data Analysis;JIRA,Hybrid,No,2026-01-01,293,Graduate,33500.0,True,1,0,"['Azure', 'Business Intelligence', 'Communication', 'Data Analysis', 'JIRA']",5,-0.27
271,Financial Analyst,Infosys,Consulting,London,30000.0,36000.0,1-2 years,STEM degree preferred,Agile;Business Intelligence;Communication;Data Analysis;Forecasting;Microsoft Excel;Microsoft Office;Pivot Tables,Hybrid,No,2025-12-01,436,Entry Level,33000.0,True,1,1,"['Agile', 'Business Intelligence', 'Communication', 'Data Analysis', 'Forecasting', 'Microsoft Excel', 'Microsoft Office', 'Pivot Tables']",8,-0.39
272,Financial Analyst,StartupXYZ,Technology,London,28000.0,34000.0,2+ years,Business & Management,Communication;Data Analysis;JIRA;KPI Reporting,Office,No,2024-02-01,708,Entry Level,31000.0,True,1,1,"['Communication', 'Data Analysis', 'JIRA', 'KPI Reporting']",4,-0.84
273,Business Intelligence Analyst,McKinsey,Consulting,Manchester,30000.0,34000.0,<1 year,STEM degree preferred,AWS;Agile;ChatGPT/AI Tools;Communication,Hybrid,No,2025-10-01,328,Entry Level,32000.0,True,0,0,"['AWS', 'Agile', 'ChatGPT/AI Tools', 'Communication']",4,-0.61
274,Graduate Business Analyst,Rolls-Royce,Energy,London,29000.0,36000.0,1-2 years,Economics,AWS;Agile;Business Intelligence;Communication,Hybrid,No,2024-08-01,272,Graduate,32500.0,True,1,1,"['AWS', 'Agile', 'Business Intelligence', 'Communication']",4,-0.5
276,Business Intelligence Analyst,Metro Bank,Finance,Manchester,36000.0,40000.0,<1 year,Statistics,Agile;Business Intelligence;Communication;DAX;Data Analysis;JIRA,Hybrid,Yes,2026-04-01,182,Entry Level,38000.0,True,0,0,"['Agile', 'Business Intelligence', 'Communication', 'DAX', 'Data Analysis', 'JIRA']",6,0.74
279,Graduate Business Analyst,KPMG,Consulting,London,34000.0,41000.0,1 year,Engineering,Agile;Communication;Confluence;DAX;Data Analysis;Forecasting;KPI Reporting;Machine Learning;Microsoft Excel,Hybrid,No,2025-03-01,820,Graduate,37500.0,True,1,1,"['Agile', 'Communication', 'Confluence', 'DAX', 'Data Analysis', 'Forecasting', 'KPI Reporting', 'Machine Learning', 'Microsoft Excel']",9,0.63
280,Commercial Analyst,M&G Investments,Finance,London,39000.0,43000.0,<1 year,Finance,AWS;Business Intelligence;Communication;Data Analysis;Financial Modelling,Hybrid,No,2024-08-01,403,Entry Level,41000.0,True,0,1,"['AWS', 'Business Intelligence', 'Communication', 'Data Analysis', 'Financial Modelling']",5,1.42
284,Graduate Business Analyst,Sky,Technology,London,41000.0,46000.0,<1 year,Finance,Agile;Azure;Business Intelligence;Communication,Office,No,2025-10-01,383,Graduate,43500.0,True,0,1,"['Agile', 'Azure', 'Business Intelligence', 'Communication']",4,1.99
285,Business Intelligence Analyst,Goldman Sachs UK,Finance,London,32000.0,36000.0,<1 year,2:1 or above any subject,Azure;Business Intelligence;Communication;Data Analysis;KPI Reporting;Microsoft Excel;Microsoft Office;Pivot Tables;Power BI,Hybrid,No,2025-08-01,412,Entry Level,34000.0,True,0,1,"['Azure', 'Business Intelligence', 'Communication', 'Data Analysis', 'KPI Reporting', 'Microsoft Excel', 'Microsoft Office', 'Pivot Tables', 'Power BI']",9,-0.16
287,Business Analyst,Aviva,Finance,London,38000.0,42000.0,1 year,Any degree subject,Agile;Communication;Confluence;Data Analysis;JIRA,Remote,No,2026-04-01,848,Entry Level,40000.0,True,1,1,"['Agile', 'Communication', 'Confluence', 'Data Analysis', 'JIRA']",5,1.2
288,Junior Operations Analyst,NatWest,Finance,London,35000.0,41000.0,<1 year,Mathematics,Agile;Azure;Communication;Confluence,Hybrid,Yes,2025-07-01,160,Graduate,38000.0,True,0,1,"['Agile', 'Azure', 'Communication', 'Confluence']",4,0.74
289,Insight Analyst,Rolls-Royce,Energy,Leeds,28000.0,34000.0,,Computer Science,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Copilot,Flexible,No,2026-03-01,213,Entry Level,31000.0,True,0,0,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Copilot']",5,-0.84
290,Business Intelligence Analyst,EY,Consulting,London,28000.0,34000.0,<1 year,2:1 or above any subject,AWS;Communication;Copilot;DAX,Hybrid,No,2024-06-01,601,Entry Level,31000.0,True,0,1,"['AWS', 'Communication', 'Copilot', 'DAX']",4,-0.84
291,Management Consultant (Graduate),Amazon,Technology,London,27000.0,34000.0,,Business & Management,Agile;Azure;Communication;Data Analysis;Financial Modelling;Microsoft Excel;Power BI;Problem Solving,Hybrid,No,2025-08-01,817,Graduate,30500.0,True,0,1,"['Agile', 'Azure', 'Communication', 'Data Analysis', 'Financial Modelling', 'Microsoft Excel', 'Power BI', 'Problem Solving']",8,-0.95
292,Junior Operations Analyst,BAE Systems,Pharma,London,31000.0,38000.0,2+ years,Business & Management,AWS;Communication;Confluence;Financial Modelling,Remote,No,2024-02-01,168,Graduate,34500.0,True,1,1,"['AWS', 'Communication', 'Confluence', 'Financial Modelling']",4,-0.05
296,Operations Analyst,Deloitte,Consulting,London,32000.0,36000.0,<1 year,Any degree subject,Business Intelligence;Communication;DAX;KPI Reporting;Microsoft Office;Pivot Tables,Hybrid,No,2024-03-01,687,Entry Level,34000.0,True,0,1,"['Business Intelligence', 'Communication', 'DAX', 'KPI Reporting', 'Microsoft Office', 'Pivot Tables']",6,-0.16
297,Business Analyst,Metro Bank,Finance,London,35000.0,38000.0,<1 year,Computer Science,AWS;Business Intelligence;Communication;Confluence,Office,No,2025-08-01,588,Entry Level,36500.0,True,0,1,"['AWS', 'Business Intelligence', 'Communication', 'Confluence']",4,0.4
298,Business Intelligence Analyst,Rolls-Royce,Energy,London,34000.0,39000.0,1 year,Statistics,Agile;Business Intelligence;ChatGPT/AI Tools;Communication,Office,Yes,2026-02-01,407,Entry Level,36500.0,True,1,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication']",4,0.4
299,Reporting Analyst,Tesco,Retail,Edinburgh,24000.0,30000.0,2+ years,Computer Science,Business Intelligence;Communication;Confluence;DAX;Data Analysis;Microsoft Excel;Microsoft Office;Pivot Tables,Hybrid,No,2025-02-01,261,Entry Level,27000.0,True,1,0,"['Business Intelligence', 'Communication', 'Confluence', 'DAX', 'Data Analysis', 'Microsoft Excel', 'Microsoft Office', 'Pivot Tables']",8,-1.75
300,Business Analyst,Goldman Sachs UK,Finance,London,36000.0,39000.0,2+ years,2:1 or above any subject,DAX;Data Analysis;Financial Modelling;KPI Reporting;Microsoft Excel;Microsoft Office,Hybrid,No,2024-06-01,610,Entry Level,37500.0,True,1,1,"['DAX', 'Data Analysis', 'Financial Modelling', 'KPI Reporting', 'Microsoft Excel', 'Microsoft Office']",6,0.63
301,Business Intelligence Analyst,Metro Bank,Finance,London,37000.0,43000.0,<1 year,Statistics,Communication;Confluence;Data Analysis;Financial Modelling,Flexible,No,2026-05-01,363,Entry Level,40000.0,True,0,1,"['Communication', 'Confluence', 'Data Analysis', 'Financial Modelling']",4,1.2
302,Business Intelligence Analyst,Legal & General,Finance,London,28000.0,34000.0,1-2 years,Engineering,Azure;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence,Hybrid,No,2026-01-01,664,Entry Level,31000.0,True,1,1,"['Azure', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Confluence']",5,-0.84
303,Graduate Financial Analyst,AnalyticsFirm,Technology,Bristol,30000.0,33000.0,1-2 years,Engineering,Agile;Azure;Business Intelligence;Communication,Hybrid,No,2024-06-01,247,Graduate,31500.0,True,1,0,"['Agile', 'Azure', 'Business Intelligence', 'Communication']",4,-0.73
